ID,Price
0,36989.93467186095
1,36989.93467186095
2,36989.93467186095
3,36989.93467186095
4,36989.93467186095
5,36989.93467186095
6,36989.93467186095
7,36989.93467186095
8,36989.93467186095
9,36989.93467186095
10,36989.93467186095
11,36989.93467186095
12,36989.93467186095
13,36989.93467186095
14,36989.93467186095
15,36989.93467186095
16,36989.93467186095
17,36989.93467186095
18,36989.93467186095
19,36989.93467186095
20,36989.93467186095
21,36989.93467186095
22,36989.93467186095
23,36989.93467186095
24,36989.93467186095
25,36989.93467186095
26,36989.93467186095
27,36989.93467186095
28,36989.93467186095
29,36989.93467186095
30,36989.93467186095
31,36989.93467186095
32,36989.93467186095
33,36989.93467186095
34,36989.93467186095
35,36989.93467186095
36,36989.93467186095
37,36989.93467186095
38,36989.93467186095
39,36989.93467186095
40,36989.93467186095
41,36989.93467186095
42,36989.93467186095
43,36989.93467186095
44,36989.93467186095
45,36989.93467186095
46,36989.93467186095
47,36989.93467186095
48,36989.93467186095
49,36989.93467186095
50,36989.93467186095
51,36989.93467186095
52,36989.93467186095
53,36989.93467186095
54,36989.93467186095
55,36989.93467186095
56,36989.93467186095
57,36989.93467186095
58,36989.93467186095
59,36989.93467186095
60,36989.93467186095
61,36989.93467186095
62,36989.93467186095
63,36989.93467186095
64,36989.93467186095
65,36989.93467186095
66,36989.93467186095
67,36989.93467186095
68,36989.93467186095
69,36989.93467186095
70,36989.93467186095
71,36989.93467186095
72,36989.93467186095
73,36989.93467186095
74,36989.93467186095
75,36989.93467186095
76,36989.93467186095
77,36989.93467186095
78,36989.93467186095
79,36989.93467186095
80,36989.93467186095
81,36989.93467186095
82,36989.93467186095
83,36989.93467186095
84,36989.93467186095
85,36989.93467186095
86,36989.93467186095
87,36989.93467186095
88,36989.93467186095
89,36989.93467186095
90,36989.93467186095
91,36989.93467186095
92,36989.93467186095
93,36989.93467186095
94,36989.93467186095
95,36989.93467186095
96,36989.93467186095
97,36989.93467186095
98,36989.93467186095
99,36989.93467186095
100,36989.93467186095
101,36989.93467186095
102,36989.93467186095
103,36989.93467186095
104,36989.93467186095
105,36989.93467186095
106,36989.93467186095
107,36989.93467186095
108,36989.93467186095
109,36989.93467186095
110,36989.93467186095
111,36989.93467186095
112,36989.93467186095
113,36989.93467186095
114,36989.93467186095
115,36989.93467186095
116,36989.93467186095
117,36989.93467186095
118,36989.93467186095
119,36989.93467186095
120,36989.93467186095
121,36989.93467186095
122,36989.93467186095
123,36989.93467186095
124,36989.93467186095
125,36989.93467186095
126,36989.93467186095
127,36989.93467186095
128,36989.93467186095
129,36989.93467186095
130,36989.93467186095
131,36989.93467186095
132,36989.93467186095
133,36989.93467186095
134,36989.93467186095
135,36989.93467186095
136,36989.93467186095
137,36989.93467186095
138,36989.93467186095
139,36989.93467186095
140,36989.93467186095
141,36989.93467186095
142,36989.93467186095
143,36989.93467186095
144,36989.93467186095
145,36989.93467186095
146,36989.93467186095
147,36989.93467186095
148,36989.93467186095
149,36989.93467186095
150,36989.93467186095
151,36989.93467186095
152,36989.93467186095
153,36989.93467186095
154,36989.93467186095
155,36989.93467186095
156,36989.93467186095
157,36989.93467186095
158,36989.93467186095
159,36989.93467186095
160,36989.93467186095
161,36989.93467186095
162,36989.93467186095
163,36989.93467186095
164,36989.93467186095
165,36989.93467186095
166,36989.93467186095
167,36989.93467186095
168,36989.93467186095
169,36989.93467186095
170,36989.93467186095
171,36989.93467186095
172,36989.93467186095
173,36989.93467186095
174,36989.93467186095
175,36989.93467186095
176,36989.93467186095
177,36989.93467186095
178,36989.93467186095
179,36989.93467186095
180,36989.93467186095
181,36989.93467186095
182,36989.93467186095
183,36989.93467186095
184,36989.93467186095
185,36989.93467186095
186,36989.93467186095
187,36989.93467186095
188,36989.93467186095
189,36989.93467186095
190,36989.93467186095
191,36989.93467186095
192,36989.93467186095
193,36989.93467186095
194,36989.93467186095
195,36989.93467186095
196,36989.93467186095
197,36989.93467186095
198,36989.93467186095
199,36989.93467186095
200,36989.93467186095
201,36989.93467186095
202,36989.93467186095
203,36989.93467186095
204,36989.93467186095
205,36989.93467186095
206,36989.93467186095
207,36989.93467186095
208,36989.93467186095
209,36989.93467186095
210,36989.93467186095
211,36989.93467186095
212,36989.93467186095
213,36989.93467186095
214,36989.93467186095
215,36989.93467186095
216,36989.93467186095
217,36989.93467186095
218,36989.93467186095
219,36989.93467186095
220,36989.93467186095
221,36989.93467186095
222,36989.93467186095
223,36989.93467186095
224,36989.93467186095
225,36989.93467186095
226,36989.93467186095
227,36989.93467186095
228,36989.93467186095
229,36989.93467186095
230,36989.93467186095
231,36989.93467186095
232,36989.93467186095
233,36989.93467186095
234,36989.93467186095
235,36989.93467186095
236,36989.93467186095
237,36989.93467186095
238,36989.93467186095
239,36989.93467186095
240,36989.93467186095
241,36989.93467186095
242,36989.93467186095
243,36989.93467186095
244,36989.93467186095
245,36989.93467186095
246,36989.93467186095
247,36989.93467186095
248,36989.93467186095
249,36989.93467186095
250,36989.93467186095
251,36989.93467186095
252,36989.93467186095
253,36989.93467186095
254,36989.93467186095
255,36989.93467186095
256,36989.93467186095
257,36989.93467186095
258,36989.93467186095
259,36989.93467186095
260,36989.93467186095
261,36989.93467186095
262,36989.93467186095
263,36989.93467186095
264,36989.93467186095
265,36989.93467186095
266,36989.93467186095
267,36989.93467186095
268,36989.93467186095
269,36989.93467186095
270,36989.93467186095
271,36989.93467186095
272,36989.93467186095
273,36989.93467186095
274,36989.93467186095
275,36989.93467186095
276,36989.93467186095
277,36989.93467186095
278,36989.93467186095
279,36989.93467186095
280,36989.93467186095
281,36989.93467186095
282,36989.93467186095
283,36989.93467186095
284,36989.93467186095
285,36989.93467186095
286,36989.93467186095
287,36989.93467186095
288,36989.93467186095
289,36989.93467186095
290,36989.93467186095
291,36989.93467186095
292,36989.93467186095
293,36989.93467186095
294,36989.93467186095
295,36989.93467186095
296,36989.93467186095
297,36989.93467186095
298,36989.93467186095
299,36989.93467186095
300,36989.93467186095
301,36989.93467186095
302,36989.93467186095
303,36989.93467186095
304,36989.93467186095
305,36989.93467186095
306,36989.93467186095
307,36989.93467186095
308,36989.93467186095
309,36989.93467186095
310,36989.93467186095
311,36989.93467186095
312,36989.93467186095
313,36989.93467186095
314,36989.93467186095
315,36989.93467186095
316,36989.93467186095
317,36989.93467186095
318,36989.93467186095
319,36989.93467186095
320,36989.93467186095
321,36989.93467186095
322,36989.93467186095
323,36989.93467186095
324,36989.93467186095
325,36989.93467186095
326,36989.93467186095
327,36989.93467186095
328,36989.93467186095
329,36989.93467186095
330,36989.93467186095
331,36989.93467186095
332,36989.93467186095
333,36989.93467186095
334,36989.93467186095
335,36989.93467186095
336,36989.93467186095
337,36989.93467186095
338,36989.93467186095
339,36989.93467186095
340,36989.93467186095
341,36989.93467186095
342,36989.93467186095
343,36989.93467186095
344,36989.93467186095
345,36989.93467186095
346,36989.93467186095
347,36989.93467186095
348,36989.93467186095
349,36989.93467186095
350,36989.93467186095
351,36989.93467186095
352,36989.93467186095
353,36989.93467186095
354,36989.93467186095
355,36989.93467186095
356,36989.93467186095
357,36989.93467186095
358,36989.93467186095
359,36989.93467186095
360,36989.93467186095
361,36989.93467186095
362,36989.93467186095
363,36989.93467186095
364,36989.93467186095
365,36989.93467186095
366,36989.93467186095
367,36989.93467186095
368,36989.93467186095
369,36989.93467186095
370,36989.93467186095
371,36989.93467186095
372,36989.93467186095
373,36989.93467186095
374,36989.93467186095
375,36989.93467186095
376,36989.93467186095
377,36989.93467186095
378,36989.93467186095
379,36989.93467186095
380,36989.93467186095
381,36989.93467186095
382,36989.93467186095
383,36989.93467186095
384,36989.93467186095
385,36989.93467186095
386,36989.93467186095
387,36989.93467186095
388,36989.93467186095
389,36989.93467186095
390,36989.93467186095
391,36989.93467186095
392,36989.93467186095
393,36989.93467186095
394,36989.93467186095
395,36989.93467186095
396,36989.93467186095
397,36989.93467186095
398,36989.93467186095
399,36989.93467186095
400,36989.93467186095
401,36989.93467186095
402,36989.93467186095
403,36989.93467186095
404,36989.93467186095
405,36989.93467186095
406,36989.93467186095
407,36989.93467186095
408,36989.93467186095
409,36989.93467186095
410,36989.93467186095
411,36989.93467186095
412,36989.93467186095
413,36989.93467186095
414,36989.93467186095
415,36989.93467186095
416,36989.93467186095
417,36989.93467186095
418,36989.93467186095
419,36989.93467186095
420,36989.93467186095
421,36989.93467186095
